Date,NDVI_avg,Num_Pixels
2022-001,0.402,7717776.0
2022-009,0.344,3754001.0
2022-017,0.341,3056208.0
2022-025,0.317,1069506.0
2022-033,0.378,2997521.0
2022-041,0.346,7277222.0
2022-049,0.364,9910205.0
2022-057,0.377,7574582.0
2022-065,0.355,8495312.0
2022-073,0.343,11873605.0
